Freq.	V(Vi)/I(V1)
9.33254300796942e+002	(9.60089761453467e+001dB,9.04264381921650e+001°)
9.35405674147502e+002	(9.59889754474480e+001dB,9.04274212862873e+001°)
9.37562006925830e+002	(9.59689747463283e+001dB,9.04284066470375e+001°)
9.39723310564588e+002	(9.59489740419727e+001dB,9.04293942796446e+001°)
9.41889596522791e+002	(9.59289733343661e+001dB,9.04303841893524e+001°)
9.44060876285873e+002	(9.59089726234937e+001dB,9.04313763814103e+001°)
9.46237161365743e+002	(9.58889719093403e+001dB,9.04323708610809e+001°)
9.48418463300847e+002	(9.58689711918907e+001dB,9.04333676336464e+001°)
9.50604793656231e+002	(9.58489704711299e+001dB,9.04343667043843e+001°)
9.52796164023601e+002	(9.58289697470425e+001dB,9.04353680785977e+001°)
9.54992586021385e+002	(9.58089690196131e+001dB,9.04363717616069e+001°)
9.57194071294793e+002	(9.57889682888264e+001dB,9.04373777587319e+001°)
9.59400631515882e+002	(9.57689675546668e+001dB,9.04383860753081e+001°)
9.61612278383613e+002	(9.57489668171187e+001dB,9.04393967166848e+001°)
9.63829023623919e+002	(9.57289660761666e+001dB,9.04404096882320e+001°)
9.66050878989761e+002	(9.57089653317947e+001dB,9.04414249953161e+001°)
9.68277856261197e+002	(9.56889645839873e+001dB,9.04424426433224e+001°)
9.70509967245437e+002	(9.56689638327284e+001dB,9.04434626376619e+001°)
9.72747223776913e+002	(9.56489630780022e+001dB,9.04444849837311e+001°)
9.74989637717334e+002	(9.56289623197926e+001dB,9.04455096869659e+001°)
9.77237220955758e+002	(9.56089615580836e+001dB,9.04465367527938e+001°)
9.79489985408646e+002	(9.55889607928590e+001dB,9.04475661866713e+001°)
9.81747943019931e+002	(9.55689600241027e+001dB,9.04485979940604e+001°)
9.84011105761080e+002	(9.55489592517982e+001dB,9.04496321804271e+001°)
9.86279485631157e+002	(9.55289584759293e+001dB,9.04506687512636e+001°)
9.88553094656885e+002	(9.55089576964795e+001dB,9.04517077120720e+001°)
9.90831944892714e+002	(9.54889569134322e+001dB,9.04527490683631e+001°)
9.93116048420880e+002	(9.54689561267709e+001dB,9.04537928256633e+001°)
9.95405417351473e+002	(9.54489553364788e+001dB,9.04548389894984e+001°)
9.97700063822499e+002	(9.54289545425393e+001dB,9.04558875654376e+001°)
9.99999999999945e+002	(9.54089537449354e+001dB,9.04569385590400e+001°)
1.00230523807784e+003	(9.53889529436504e+001dB,9.04579919758686e+001°)
1.00461579027834e+003	(9.53689521386671e+001dB,9.04590478215270e+001°)
1.00693166885175e+003	(9.53489513299685e+001dB,9.04601061016129e+001°)
1.00925288607663e+003	(9.53289505175375e+001dB,9.04611668217399e+001°)
1.01157945425984e+003	(9.53089497013569e+001dB,9.04622299875366e+001°)
1.01391138573662e+003	(9.52889488814093e+001dB,9.04632956046452e+001°)
1.01624869287064e+003	(9.52689480576773e+001dB,9.04643636787207e+001°)
1.01859138805406e+003	(9.52489472301436e+001dB,9.04654342154223e+001°)
1.02093948370762e+003	(9.52289463987905e+001dB,9.04665072204423e+001°)
1.02329299228070e+003	(9.52089455636005e+001dB,9.04675826994604e+001°)
1.02565192625135e+003	(9.51889447245557e+001dB,9.04686606582015e+001°)
1.02801629812642e+003	(9.51689438816385e+001dB,9.04697411023691e+001°)
1.03038612044156e+003	(9.51489430348309e+001dB,9.04708240376950e+001°)
1.03276140576134e+003	(9.51289421841151e+001dB,9.04719094699385e+001°)
1.03514216667929e+003	(9.51089413294729e+001dB,9.04729974048562e+001°)
1.03752841581796e+003	(9.50889404708863e+001dB,9.04740878482079e+001°)
1.03992016582900e+003	(9.50689396083370e+001dB,9.04751808057925e+001°)
1.04231742939325e+003	(9.50489387418068e+001dB,9.04762762834100e+001°)
1.04472021922074e+003	(9.50289378712772e+001dB,9.04773742868609e+001°)
1.04712854805084e+003	(9.50089369967299e+001dB,9.04784748219810e+001°)
1.04954242865226e+003	(9.49889361181463e+001dB,9.04795778946118e+001°)
1.05196187382316e+003	(9.49689352355078e+001dB,9.04806835105919e+001°)
1.05438689639120e+003	(9.49489343487956e+001dB,9.04817916758063e+001°)
1.05681750921360e+003	(9.49289334579909e+001dB,9.04829023961281e+001°)
1.05925372517723e+003	(9.49089325630750e+001dB,9.04840156774460e+001°)
1.06169555719867e+003	(9.48889316640287e+001dB,9.04851315256773e+001°)
1.06414301822426e+003	(9.48689307608330e+001dB,9.04862499467314e+001°)
1.06659612123020e+003	(9.48489298534689e+001dB,9.04873709465516e+001°)
1.06905487922260e+003	(9.48289289419169e+001dB,9.04884945310778e+001°)
1.07151930523755e+003	(9.48089280261579e+001dB,9.04896207062886e+001°)
1.07398941234118e+003	(9.47889271061725e+001dB,9.04907494781434e+001°)
1.07646521362977e+003	(9.47689261819410e+001dB,9.04918808526309e+001°)
1.07894672222977e+003	(9.47489252534439e+001dB,9.04930148357674e+001°)
1.08143395129788e+003	(9.47289243206615e+001dB,9.04941514335683e+001°)
1.08392691402114e+003	(9.47089233835741e+001dB,9.04952906520535e+001°)
1.08642562361700e+003	(9.46889224421618e+001dB,9.04964324972816e+001°)
1.08893009333337e+003	(9.46689214964046e+001dB,9.04975769752998e+001°)
1.09144033644869e+003	(9.46489205462825e+001dB,9.04987240921914e+001°)
1.09395636627203e+003	(9.46289195917752e+001dB,9.04998738540402e+001°)
1.09647819614312e+003	(9.46089186328627e+001dB,9.05010262669432e+001°)
1.09900583943246e+003	(9.45889176695246e+001dB,9.05021813370161e+001°)
1.10153930954135e+003	(9.45689167017404e+001dB,9.05033390703994e+001°)
1.10407861990201e+003	(9.45489157294896e+001dB,9.05044994732229e+001°)
1.10662378397760e+003	(9.45289147527516e+001dB,9.05056625516521e+001°)
1.10917481526234e+003	(9.45089137715057e+001dB,9.05068283118603e+001°)
1.11173172728153e+003	(9.44889127857312e+001dB,9.05079967600273e+001°)
1.11429453359167e+003	(9.44689117954070e+001dB,9.05091679023586e+001°)
1.11686324778050e+003	(9.44489108005122e+001dB,9.05103417450637e+001°)
1.11943788346709e+003	(9.44289098010258e+001dB,9.05115182943825e+001°)
1.12201845430190e+003	(9.44089087969265e+001dB,9.05126975565433e+001°)
1.12460497396686e+003	(9.43889077881930e+001dB,9.05138795378223e+001°)
1.12719745617545e+003	(9.43689067748040e+001dB,9.05150642444755e+001°)
1.12979591467273e+003	(9.43489057567379e+001dB,9.05162516828042e+001°)
1.13240036323549e+003	(9.43289047339732e+001dB,9.05174418590942e+001°)
1.13501081567225e+003	(9.43089037064883e+001dB,9.05186347796807e+001°)
1.13762728582337e+003	(9.42889026742613e+001dB,9.05198304508811e+001°)
1.14024978756110e+003	(9.42689016372702e+001dB,9.05210288790402e+001°)
1.14287833478971e+003	(9.42489005954933e+001dB,9.05222300705224e+001°)
1.14551294144547e+003	(9.42288995489083e+001dB,9.05234340316971e+001°)
1.14815362149682e+003	(9.42088984974931e+001dB,9.05246407689642e+001°)
1.15080038894437e+003	(9.41888974412254e+001dB,9.05258502887199e+001°)
1.15345325782103e+003	(9.41688963800828e+001dB,9.05270625973885e+001°)
1.15611224219203e+003	(9.41488953140428e+001dB,9.05282777013946e+001°)
1.15877735615506e+003	(9.41288942430828e+001dB,9.05294956071953e+001°)
1.16144861384028e+003	(9.41088931671801e+001dB,9.05307163212522e+001°)
1.16412602941042e+003	(9.40888920863119e+001dB,9.05319398500437e+001°)
1.16680961706089e+003	(9.40688910004553e+001dB,9.05331662000638e+001°)
1.16949939101980e+003	(9.40488899095872e+001dB,9.05343953778141e+001°)
1.17219536554806e+003	(9.40288888136846e+001dB,9.05356273898288e+001°)
1.17489755493946e+003	(9.40088877127241e+001dB,9.05368622426411e+001°)
1.17760597352074e+003	(9.39888866066825e+001dB,9.05380999428012e+001°)
1.18032063565166e+003	(9.39688854955364e+001dB,9.05393404968884e+001°)
1.18304155572510e+003	(9.39488843792621e+001dB,9.05405839114773e+001°)
1.18576874816709e+003	(9.39288832578359e+001dB,9.05418301931689e+001°)
1.18850222743695e+003	(9.39088821312343e+001dB,9.05430793485764e+001°)
1.19124200802731e+003	(9.38888809994331e+001dB,9.05443313843369e+001°)
1.19398810446420e+003	(9.38688798624085e+001dB,9.05455863070849e+001°)
1.19674053130717e+003	(9.38488787201363e+001dB,9.05468441234888e+001°)
1.19949930314931e+003	(9.38288775725923e+001dB,9.05481048402245e+001°)
1.20226443461734e+003	(9.38088764197523e+001dB,9.05493684639804e+001°)
1.20503594037173e+003	(9.37888752615917e+001dB,9.05506350014627e+001°)
1.20781383510671e+003	(9.37688740980860e+001dB,9.05519044593880e+001°)
1.21059813355041e+003	(9.37488729292105e+001dB,9.05531768445064e+001°)
1.21338885046491e+003	(9.37288717549405e+001dB,9.05544521635698e+001°)
1.21618600064630e+003	(9.37088705752511e+001dB,9.05557304233366e+001°)
1.21898959892479e+003	(9.36888693901173e+001dB,9.05570116305953e+001°)
1.22179966016480e+003	(9.36688681995139e+001dB,9.05582957921508e+001°)
1.22461619926498e+003	(9.36488670034156e+001dB,9.05595829148171e+001°)
1.22743923115833e+003	(9.36288658017973e+001dB,9.05608730054284e+001°)
1.23026877081231e+003	(9.36088645946332e+001dB,9.05621660708254e+001°)
1.23310483322884e+003	(9.35888633818980e+001dB,9.05634621178726e+001°)
1.23594743344444e+003	(9.35688621635659e+001dB,9.05647611534571e+001°)
1.23879658653030e+003	(9.35488609396110e+001dB,9.05660631844626e+001°)
1.24165230759234e+003	(9.35288597100074e+001dB,9.05673682178111e+001°)
1.24451461177131e+003	(9.35088584747290e+001dB,9.05686762604189e+001°)
1.24738351424287e+003	(9.34888572337497e+001dB,9.05699873192381e+001°)
1.25025903021765e+003	(9.34688559870431e+001dB,9.05713014012245e+001°)
1.25314117494134e+003	(9.34488547345828e+001dB,9.05726185133489e+001°)
1.25602996369480e+003	(9.34288534763423e+001dB,9.05739386626139e+001°)
1.25892541179409e+003	(9.34088522122949e+001dB,9.05752618560100e+001°)
1.26182753459060e+003	(9.33888509424138e+001dB,9.05765881005752e+001°)
1.26473634747108e+003	(9.33688496666720e+001dB,9.05779174033447e+001°)
1.26765186585777e+003	(9.33488483850426e+001dB,9.05792497713687e+001°)
1.27057410520847e+003	(9.33288470974984e+001dB,9.05805852117340e+001°)
1.27350308101659e+003	(9.33088458040120e+001dB,9.05819237315157e+001°)
1.27643880881127e+003	(9.32888445045561e+001dB,9.05832653378232e+001°)
1.27938130415745e+003	(9.32688431991031e+001dB,9.05846100377751e+001°)
1.28233058265594e+003	(9.32488418876253e+001dB,9.05859578385217e+001°)
1.28528665994354e+003	(9.32288405700949e+001dB,9.05873087472023e+001°)
1.28824955169306e+003	(9.32088392464841e+001dB,9.05886627709970e+001°)
1.29121927361346e+003	(9.31888379167647e+001dB,9.05900199170900e+001°)
1.29419584144991e+003	(9.31688365809086e+001dB,9.05913801926800e+001°)
1.29717927098388e+003	(9.31488352388874e+001dB,9.05927436050025e+001°)
1.30016957803321e+003	(9.31288338906727e+001dB,9.05941101612814e+001°)
1.30316677845222e+003	(9.31088325362359e+001dB,9.05954798687803e+001°)
1.30617088813176e+003	(9.30888311755484e+001dB,9.05968527347665e+001°)
1.30918192299933e+003	(9.30688298085811e+001dB,9.05982287665266e+001°)
1.31219989901912e+003	(9.30488284353053e+001dB,9.05996079713657e+001°)
1.31522483219216e+003	(9.30288270556918e+001dB,9.06009903566056e+001°)
1.31825673855633e+003	(9.30088256697113e+001dB,9.06023759295838e+001°)
1.32129563418649e+003	(9.29888242773344e+001dB,9.06037646976631e+001°)
1.32434153519458e+003	(9.29688228785317e+001dB,9.06051566682024e+001°)
1.32739445772966e+003	(9.29488214732735e+001dB,9.06065518486062e+001°)
1.33045441797801e+003	(9.29288200615300e+001dB,9.06079502462720e+001°)
1.33352143216324e+003	(9.29088186432712e+001dB,9.06093518686234e+001°)
1.33659551654636e+003	(9.28888172184672e+001dB,9.06107567231083e+001°)
1.33967668742585e+003	(9.28688157870877e+001dB,9.06121648171752e+001°)
1.34276496113778e+003	(9.28488143491023e+001dB,9.06135761583055e+001°)
1.34586035405587e+003	(9.28288129044807e+001dB,9.06149907539955e+001°)
1.34896288259157e+003	(9.28088114531921e+001dB,9.06164086117491e+001°)
1.35207256319419e+003	(9.27888099952058e+001dB,9.06178297390936e+001°)
1.35518941235095e+003	(9.27688085304910e+001dB,9.06192541435723e+001°)
1.35831344658707e+003	(9.27488070590165e+001dB,9.06206818327546e+001°)
1.36144468246587e+003	(9.27288055807511e+001dB,9.06221128142122e+001°)
1.36458313658884e+003	(9.27088040956636e+001dB,9.06235470955510e+001°)
1.36772882559576e+003	(9.26888026037224e+001dB,9.06249846843769e+001°)
1.37088176616477e+003	(9.26688011048960e+001dB,9.06264255883322e+001°)
1.37404197501243e+003	(9.26487995991525e+001dB,9.06278698150566e+001°)
1.37720946889386e+003	(9.26287980864601e+001dB,9.06293173722182e+001°)
1.38038426460280e+003	(9.26087965667866e+001dB,9.06307682675120e+001°)
1.38356637897170e+003	(9.25887950400999e+001dB,9.06322225086372e+001°)
1.38675582887180e+003	(9.25687935063677e+001dB,9.06336801033116e+001°)
1.38995263121327e+003	(9.25487919655573e+001dB,9.06351410592759e+001°)
1.39315680294522e+003	(9.25287904176361e+001dB,9.06366053842868e+001°)
1.39636836105585e+003	(9.25087888625714e+001dB,9.06380730861209e+001°)
1.39958732257253e+003	(9.24887873003302e+001dB,9.06395441725628e+001°)
1.40281370456187e+003	(9.24687857308793e+001dB,9.06410186514355e+001°)
1.40604752412983e+003	(9.24487841541855e+001dB,9.06424965305618e+001°)
1.40928879842179e+003	(9.24287825702154e+001dB,9.06439778177893e+001°)
1.41253754462267e+003	(9.24087809789354e+001dB,9.06454625209788e+001°)
1.41579377995699e+003	(9.23887793803117e+001dB,9.06469506480234e+001°)
1.41905752168900e+003	(9.23687777743106e+001dB,9.06484422068109e+001°)
1.42232878712273e+003	(9.23487761608978e+001dB,9.06499372052742e+001°)
1.42560759360210e+003	(9.23287745400394e+001dB,9.06514356513433e+001°)
1.42889395851101e+003	(9.23087729117008e+001dB,9.06529375529800e+001°)
1.43218789927345e+003	(9.22887712758476e+001dB,9.06544429181560e+001°)
1.43548943335357e+003	(9.22687696324451e+001dB,9.06559517548614e+001°)
1.43879857825576e+003	(9.22487679814585e+001dB,9.06574640711143e+001°)
1.44211535152478e+003	(9.22287663228527e+001dB,9.06589798749379e+001°)
1.44543977074584e+003	(9.22087646565927e+001dB,9.06604991743906e+001°)
1.44877185354467e+003	(9.21887629826431e+001dB,9.06620219775335e+001°)
1.45211161758765e+003	(9.21687613009685e+001dB,9.06635482924543e+001°)
1.45545908058187e+003	(9.21487596115331e+001dB,9.06650781272560e+001°)
1.45881426027526e+003	(9.21287579143012e+001dB,9.06666114900605e+001°)
1.46217717445663e+003	(9.21087562092368e+001dB,9.06681483890173e+001°)
1.46554784095582e+003	(9.20887544963038e+001dB,9.06696888322865e+001°)
1.46892627764377e+003	(9.20687527754658e+001dB,9.06712328280426e+001°)
1.47231250243263e+003	(9.20487510466865e+001dB,9.06727803844836e+001°)
1.47570653327580e+003	(9.20287493099291e+001dB,9.06743315098388e+001°)
1.47910838816811e+003	(9.20087475651568e+001dB,9.06758862123325e+001°)
1.48251808514586e+003	(9.19887458123327e+001dB,9.06774445002279e+001°)
1.48593564228691e+003	(9.19687440514196e+001dB,9.06790063818002e+001°)
1.48936107771082e+003	(9.19487422823802e+001dB,9.06805718653403e+001°)
1.49279440957890e+003	(9.19287405051770e+001dB,9.06821409591633e+001°)
1.49623565609434e+003	(9.19087387197723e+001dB,9.06837136716019e+001°)
1.49968483550228e+003	(9.18887369261283e+001dB,9.06852900110099e+001°)
1.50314196608993e+003	(9.18687351242070e+001dB,9.06868699857560e+001°)
1.50660706618665e+003	(9.18487333139701e+001dB,9.06884536042318e+001°)
1.51008015416405e+003	(9.18287314953794e+001dB,9.06900408748505e+001°)
1.51356124843611e+003	(9.18087296683963e+001dB,9.06916318060353e+001°)
1.51705036745924e+003	(9.17887278329820e+001dB,9.06932264062381e+001°)
1.52054752973240e+003	(9.17687259890976e+001dB,9.06948246839325e+001°)
1.52405275379719e+003	(9.17487241367042e+001dB,9.06964266475977e+001°)
1.52756605823797e+003	(9.17287222757623e+001dB,9.06980323057467e+001°)
1.53108746168193e+003	(9.17087204062327e+001dB,9.06996416669094e+001°)
1.53461698279920e+003	(9.16887185280756e+001dB,9.07012547396318e+001°)
1.53815464030294e+003	(9.16687166412512e+001dB,9.07028715324787e+001°)
1.54170045294946e+003	(9.16487147457196e+001dB,9.07044920540376e+001°)
1.54525443953831e+003	(9.16287128414406e+001dB,9.07061163129118e+001°)
1.54881661891238e+003	(9.16087109283738e+001dB,9.07077443177384e+001°)
1.55238700995798e+003	(9.15887090064787e+001dB,9.07093760771530e+001°)
1.55596563160497e+003	(9.15687070757145e+001dB,9.07110115998313e+001°)
1.55955250282685e+003	(9.15487051360404e+001dB,9.07126508944540e+001°)
1.56314764264085e+003	(9.15287031874152e+001dB,9.07142939697294e+001°)
1.56675107010805e+003	(9.15087012297977e+001dB,9.07159408343867e+001°)
1.57036280433345e+003	(9.14886992631463e+001dB,9.07175914971698e+001°)
1.57398286446612e+003	(9.14686972874193e+001dB,9.07192459668452e+001°)
1.57761126969925e+003	(9.14486953025750e+001dB,9.07209042522052e+001°)
1.58124803927028e+003	(9.14286933085712e+001dB,9.07225663620568e+001°)
1.58489319246101e+003	(9.14086913053656e+001dB,9.07242323052251e+001°)
1.58854674859768e+003	(9.13886892929159e+001dB,9.07259020905652e+001°)
1.59220872705107e+003	(9.13686872711793e+001dB,9.07275757269376e+001°)
1.59587914723663e+003	(9.13486852401131e+001dB,9.07292532232397e+001°)
1.59955802861456e+003	(9.13286831996741e+001dB,9.07309345883799e+001°)
1.60324539068994e+003	(9.13086811498192e+001dB,9.07326198312908e+001°)
1.60694125301277e+003	(9.12886790905048e+001dB,9.07343089609178e+001°)
1.61064563517817e+003	(9.12686770216875e+001dB,9.07360019862411e+001°)
1.61435855682638e+003	(9.12486749433232e+001dB,9.07376989162505e+001°)
1.61808003764296e+003	(9.12286728553680e+001dB,9.07393997599625e+001°)
1.62181009735882e+003	(9.12086707577776e+001dB,9.07411045264094e+001°)
1.62554875575038e+003	(9.11886686505076e+001dB,9.07428132246423e+001°)
1.62929603263962e+003	(9.11686665335133e+001dB,9.07445258637526e+001°)
1.63305194789423e+003	(9.11486644067499e+001dB,9.07462424528239e+001°)
1.63681652142770e+003	(9.11286622701722e+001dB,9.07479630009814e+001°)
1.64058977319943e+003	(9.11086601237351e+001dB,9.07496875173626e+001°)
1.64437172321482e+003	(9.10886579673929e+001dB,9.07514160111335e+001°)
1.64816239152540e+003	(9.10686558011001e+001dB,9.07531484914738e+001°)
1.65196179822891e+003	(9.10486536248107e+001dB,9.07548849675843e+001°)
1.65576996346942e+003	(9.10286514384785e+001dB,9.07566254486940e+001°)
1.65958690743745e+003	(9.10086492420574e+001dB,9.07583699440448e+001°)
1.66341265037006e+003	(9.09886470355006e+001dB,9.07601184629128e+001°)
1.66724721255095e+003	(9.09686448187615e+001dB,9.07618710145794e+001°)
1.67109061431060e+003	(9.09486425917932e+001dB,9.07636276083564e+001°)
1.67494287602633e+003	(9.09286403545483e+001dB,9.07653882535800e+001°)
1.67880401812245e+003	(9.09086381069794e+001dB,9.07671529596048e+001°)
1.68267406107036e+003	(9.08886358490390e+001dB,9.07689217357970e+001°)
1.68655302538863e+003	(9.08686335806793e+001dB,9.07706945915649e+001°)
1.69044093164315e+003	(9.08486313018521e+001dB,9.07724715363207e+001°)
1.69433780044722e+003	(9.08286290125091e+001dB,9.07742525795103e+001°)
1.69824365246163e+003	(9.08086267126019e+001dB,9.07760377305936e+001°)
1.70215850839484e+003	(9.07886244020816e+001dB,9.07778269990564e+001°)
1.70608238900301e+003	(9.07686220808995e+001dB,9.07796203943998e+001°)
1.71001531509017e+003	(9.07486197490061e+001dB,9.07814179261644e+001°)
1.71395730750831e+003	(9.07286174063523e+001dB,9.07832196038852e+001°)
1.71790838715747e+003	(9.07086150528882e+001dB,9.07850254371509e+001°)
1.72186857498589e+003	(9.06886126885640e+001dB,9.07868354355457e+001°)
1.72583789199009e+003	(9.06686103133297e+001dB,9.07886496086904e+001°)
1.72981635921499e+003	(9.06486079271349e+001dB,9.07904679662242e+001°)
1.73380399775402e+003	(9.06286055299290e+001dB,9.07922905178110e+001°)
1.73780082874926e+003	(9.06086031216613e+001dB,9.07941172731335e+001°)
1.74180687339150e+003	(9.05886007022806e+001dB,9.07959482418955e+001°)
1.74582215292039e+003	(9.05685982717359e+001dB,9.07977834338338e+001°)
1.74984668862454e+003	(9.05485958299754e+001dB,9.07996228586939e+001°)
1.75388050184164e+003	(9.05285933769476e+001dB,9.08014665262464e+001°)
1.75792361395857e+003	(9.05085909126004e+001dB,9.08033144462973e+001°)
1.76197604641151e+003	(9.04885884368816e+001dB,9.08051666286653e+001°)
1.76603782068605e+003	(9.04685859497388e+001dB,9.08070230831881e+001°)
1.77010895831730e+003	(9.04485834511192e+001dB,9.08088838197299e+001°)
1.77418948089005e+003	(9.04285809409700e+001dB,9.08107488481828e+001°)
1.77827941003880e+003	(9.04085784192378e+001dB,9.08126181784576e+001°)
1.78237876744797e+003	(9.03885758858693e+001dB,9.08144918204853e+001°)
1.78648757485193e+003	(9.03685733408109e+001dB,9.08163697842286e+001°)
1.79060585403517e+003	(9.03485707840086e+001dB,9.08182520796586e+001°)
1.79473362683241e+003	(9.03285682154081e+001dB,9.08201387167870e+001°)
1.79887091512867e+003	(9.03085656349551e+001dB,9.08220297056386e+001°)
1.80301774085945e+003	(9.02885630425950e+001dB,9.08239250562585e+001°)
1.80717412601080e+003	(9.02685604382727e+001dB,9.08258247787221e+001°)
1.81134009261948e+003	(9.02485578219332e+001dB,9.08277288831256e+001°)
1.81551566277301e+003	(9.02285551935209e+001dB,9.08296373795917e+001°)
1.81970085860986e+003	(9.02085525529802e+001dB,9.08315502782562e+001°)
1.82389570231951e+003	(9.01885499002551e+001dB,9.08334675892902e+001°)
1.82810021614262e+003	(9.01685472352894e+001dB,9.08353893228863e+001°)
1.83231442237109e+003	(9.01485445580267e+001dB,9.08373154892567e+001°)
1.83653834334822e+003	(9.01285418684103e+001dB,9.08392460986352e+001°)
1.84077200146883e+003	(9.01085391663831e+001dB,9.08411811612880e+001°)
1.84501541917935e+003	(9.00885364518879e+001dB,9.08431206874952e+001°)
1.84926861897795e+003	(9.00685337248672e+001dB,9.08450646875692e+001°)
1.85353162341468e+003	(9.00485309852631e+001dB,9.08470131718411e+001°)
1.85780445509157e+003	(9.00285282330178e+001dB,9.08489661506706e+001°)
1.86208713666274e+003	(9.00085254680728e+001dB,9.08509236344361e+001°)
1.86637969083454e+003	(8.99885226903696e+001dB,9.08528856335408e+001°)
1.87068214036567e+003	(8.99685198998493e+001dB,9.08548521584111e+001°)
1.87499450806729e+003	(8.99485170964528e+001dB,9.08568232195106e+001°)
1.87931681680314e+003	(8.99285142801208e+001dB,9.08587988273059e+001°)
1.88364908948967e+003	(8.99085114507934e+001dB,9.08607789923011e+001°)
1.88799134909616e+003	(8.98885086084109e+001dB,9.08627637250275e+001°)
1.89234361864485e+003	(8.98685057529129e+001dB,9.08647530360261e+001°)
1.89670592121102e+003	(8.98485028842391e+001dB,9.08667469358815e+001°)
1.90107827992317e+003	(8.98285000023285e+001dB,9.08687454351876e+001°)
1.90546071796312e+003	(8.98084971071201e+001dB,9.08707485445663e+001°)
1.90985325856611e+003	(8.97884941985527e+001dB,9.08727562746729e+001°)
1.91425592502095e+003	(8.97684912765646e+001dB,9.08747686361745e+001°)
1.91866874067016e+003	(8.97484883410938e+001dB,9.08767856397722e+001°)
1.92309172891003e+003	(8.97284853920783e+001dB,9.08788072961903e+001°)
1.92752491319080e+003	(8.97084824294555e+001dB,9.08808336161714e+001°)
1.93196831701679e+003	(8.96884794531626e+001dB,9.08828646104896e+001°)
1.93642196394647e+003	(8.96684764631366e+001dB,9.08849002899448e+001°)
1.94088587759264e+003	(8.96484734593142e+001dB,9.08869406653564e+001°)
1.94536008162253e+003	(8.96284704416317e+001dB,9.08889857475775e+001°)
1.94984459975791e+003	(8.96084674100252e+001dB,9.08910355474770e+001°)
1.95433945577526e+003	(8.95884643644305e+001dB,9.08930900759533e+001°)
1.95884467350585e+003	(8.95684613047830e+001dB,9.08951493439284e+001°)
1.96336027683591e+003	(8.95484582310179e+001dB,9.08972133623532e+001°)
1.96788628970671e+003	(8.95284551430701e+001dB,9.08992821422025e+001°)
1.97242273611472e+003	(8.95084520408743e+001dB,9.09013556944722e+001°)
1.97696964011172e+003	(8.94884489243646e+001dB,9.09034340301929e+001°)
1.98152702580496e+003	(8.94684457934751e+001dB,9.09055171604090e+001°)
1.98609491735723e+003	(8.94484426481394e+001dB,9.09076050962030e+001°)
1.99067333898705e+003	(8.94284394882909e+001dB,9.09096978486746e+001°)
1.99526231496874e+003	(8.94084363138627e+001dB,9.09117954289464e+001°)
1.99986186963260e+003	(8.93884331247875e+001dB,9.09138978481804e+001°)
2.00447202736502e+003	(8.93684299209978e+001dB,9.09160051175500e+001°)
2.00909281260859e+003	(8.93484267024256e+001dB,9.09181172482641e+001°)
2.01372424986225e+003	(8.93284234690029e+001dB,9.09202342515538e+001°)
2.01836636368142e+003	(8.93084202206610e+001dB,9.09223561386738e+001°)
2.02301917867813e+003	(8.92884169573314e+001dB,9.09244829209085e+001°)
2.02768271952114e+003	(8.92684136789446e+001dB,9.09266146095694e+001°)
2.03235701093608e+003	(8.92484103854314e+001dB,9.09287512159929e+001°)
2.03704207770558e+003	(8.92284070767220e+001dB,9.09308927515389e+001°)
2.04173794466939e+003	(8.92084037527462e+001dB,9.09330392275993e+001°)
2.04644463672453e+003	(8.91884004134338e+001dB,9.09351906555848e+001°)
2.05116217882542e+003	(8.91683970587138e+001dB,9.09373470469416e+001°)
2.05589059598400e+003	(8.91483936885153e+001dB,9.09395084131343e+001°)
2.06062991326986e+003	(8.91283903027669e+001dB,9.09416747656588e+001°)
2.06538015581038e+003	(8.91083869013969e+001dB,9.09438461160398e+001°)
2.07014134879090e+003	(8.90883834843332e+001dB,9.09460224758178e+001°)
2.07491351745476e+003	(8.90683800515034e+001dB,9.09482038565767e+001°)
2.07969668710355e+003	(8.90483766028349e+001dB,9.09503902699154e+001°)
2.08449088309714e+003	(8.90283731382545e+001dB,9.09525817274608e+001°)
2.08929613085389e+003	(8.90083696576889e+001dB,9.09547782408691e+001°)
2.09411245585074e+003	(8.89883661610644e+001dB,9.09569798218235e+001°)
2.09893988362338e+003	(8.89683626483069e+001dB,9.09591864820361e+001°)
2.10377843976633e+003	(8.89483591193420e+001dB,9.09613982332416e+001°)
2.10862814993314e+003	(8.89283555740949e+001dB,9.09636150872100e+001°)
2.11348903983650e+003	(8.89083520124906e+001dB,9.09658370557228e+001°)
2.11836113524835e+003	(8.88883484344536e+001dB,9.09680641506063e+001°)
2.12324446200007e+003	(8.88683448399082e+001dB,9.09702963837085e+001°)
2.12813904598256e+003	(8.88483412287782e+001dB,9.09725337668967e+001°)
2.13304491314642e+003	(8.88283376009870e+001dB,9.09747763120801e+001°)
2.13796208950208e+003	(8.88083339564580e+001dB,9.09770240311830e+001°)
2.14289060111991e+003	(8.87883302951138e+001dB,9.09792769361673e+001°)
2.14783047413038e+003	(8.87683266168770e+001dB,9.09815350390125e+001°)
2.15278173472422e+003	(8.87483229216696e+001dB,9.09837983517314e+001°)
2.15774440915251e+003	(8.87283192094133e+001dB,9.09860668863713e+001°)
2.16271852372687e+003	(8.87083154800297e+001dB,9.09883406549941e+001°)
2.16770410481954e+003	(8.86883117334395e+001dB,9.09906196696988e+001°)
