Freq.	I(R1)
2.02768271952114e+000	(-7.78965788609733e+001dB,-9.03649779527720e+001°)
2.03235701093608e+000	(-7.78765796743889e+001dB,-9.03658192910069e+001°)
2.03704207770557e+000	(-7.78565804915588e+001dB,-9.03666625685693e+001°)
2.04173794466938e+000	(-7.78365813125005e+001dB,-9.03675077899284e+001°)
2.04644463672453e+000	(-7.78165821372313e+001dB,-9.03683549595608e+001°)
2.05116217882542e+000	(-7.77965829657687e+001dB,-9.03692040819610e+001°)
2.05589059598400e+000	(-7.77765837981303e+001dB,-9.03700551616293e+001°)
2.06062991326985e+000	(-7.77565846343338e+001dB,-9.03709082030715e+001°)
2.06538015581038e+000	(-7.77365854743969e+001dB,-9.03717632108156e+001°)
2.07014134879089e+000	(-7.77165863183373e+001dB,-9.03726201893886e+001°)
2.07491351745476e+000	(-7.76965871661730e+001dB,-9.03734791433345e+001°)
2.07969668710355e+000	(-7.76765880179220e+001dB,-9.03743400772044e+001°)
2.08449088309714e+000	(-7.76565888736023e+001dB,-9.03752029955619e+001°)
2.08929613085389e+000	(-7.76365897332321e+001dB,-9.03760679029824e+001°)
2.09411245585074e+000	(-7.76165905968296e+001dB,-9.03769348040460e+001°)
2.09893988362337e+000	(-7.75965914644131e+001dB,-9.03778037033513e+001°)
2.10377843976632e+000	(-7.75765923360011e+001dB,-9.03786746055028e+001°)
2.10862814993314e+000	(-7.75565932116119e+001dB,-9.03795475151150e+001°)
2.11348903983649e+000	(-7.75365940912641e+001dB,-9.03804224368141e+001°)
2.11836113524835e+000	(-7.75165949749765e+001dB,-9.03812993752391e+001°)
2.12324446200007e+000	(-7.74965958627677e+001dB,-9.03821783350355e+001°)
2.12813904598256e+000	(-7.74765967546566e+001dB,-9.03830593208629e+001°)
2.13304491314642e+000	(-7.74565976506621e+001dB,-9.03839423373918e+001°)
2.13796208950208e+000	(-7.74365985508032e+001dB,-9.03848273893004e+001°)
2.14289060111990e+000	(-7.74165994550989e+001dB,-9.03857144812798e+001°)
2.14783047413038e+000	(-7.73966003635685e+001dB,-9.03866036180333e+001°)
2.15278173472422e+000	(-7.73766012762312e+001dB,-9.03874948042689e+001°)
2.15774440915251e+000	(-7.73566021931064e+001dB,-9.03883880447154e+001°)
2.16271852372686e+000	(-7.73366031142135e+001dB,-9.03892833441032e+001°)
2.16770410481954e+000	(-7.73166040395720e+001dB,-9.03901807071780e+001°)
2.17270117886359e+000	(-7.72966049692016e+001dB,-9.03910801386975e+001°)
2.17770977235300e+000	(-7.72766059031219e+001dB,-9.03919816434271e+001°)
2.18272991184284e+000	(-7.72566068413529e+001dB,-9.03928852261452e+001°)
2.18776162394939e+000	(-7.72366077839143e+001dB,-9.03937908916409e+001°)
2.19280493535029e+000	(-7.72166087308262e+001dB,-9.03946986447110e+001°)
2.19785987278467e+000	(-7.71966096821086e+001dB,-9.03956084901717e+001°)
2.20292646305330e+000	(-7.71766106377817e+001dB,-9.03965204328410e+001°)
2.20800473301874e+000	(-7.71566115978658e+001dB,-9.03974344775560e+001°)
2.21309470960548e+000	(-7.71366125623812e+001dB,-9.03983506291579e+001°)
2.21819641980006e+000	(-7.71166135313485e+001dB,-9.03992688925021e+001°)
2.22330989065124e+000	(-7.70966145047880e+001dB,-9.04001892724570e+001°)
2.22843514927014e+000	(-7.70766154827205e+001dB,-9.04011117738965e+001°)
2.23357222283037e+000	(-7.70566164651668e+001dB,-9.04020364017162e+001°)
2.23872113856818e+000	(-7.70366174521475e+001dB,-9.04029631608124e+001°)
2.24388192378260e+000	(-7.70166184436838e+001dB,-9.04038920560971e+001°)
2.24905460583562e+000	(-7.69966194397965e+001dB,-9.04048230924933e+001°)
2.25423921215226e+000	(-7.69766204405069e+001dB,-9.04057562749353e+001°)
2.25943577022081e+000	(-7.69566214458361e+001dB,-9.04066916083696e+001°)
2.26464430759289e+000	(-7.69366224558054e+001dB,-9.04076290977522e+001°)
2.26986485188366e+000	(-7.69166234704363e+001dB,-9.04085687480533e+001°)
2.27509743077190e+000	(-7.68966244897503e+001dB,-9.04095105642501e+001°)
2.28034207200025e+000	(-7.68766255137690e+001dB,-9.04104545513341e+001°)
2.28559880337526e+000	(-7.68566265425141e+001dB,-9.04114007143123e+001°)
2.29086765276760e+000	(-7.68366275760075e+001dB,-9.04123490581950e+001°)
2.29614864811219e+000	(-7.68166286142710e+001dB,-9.04132995880093e+001°)
2.30144181740834e+000	(-7.67966296573266e+001dB,-9.04142523087936e+001°)
2.30674718871990e+000	(-7.67766307051965e+001dB,-9.04152072255950e+001°)
2.31206479017542e+000	(-7.67566317579029e+001dB,-9.04161643434772e+001°)
2.31739464996831e+000	(-7.67366328154681e+001dB,-9.04171236675093e+001°)
2.32273679635694e+000	(-7.67166338779146e+001dB,-9.04180852027764e+001°)
2.32809125766484e+000	(-7.66966349452648e+001dB,-9.04190489543764e+001°)
2.33345806228083e+000	(-7.66766360175415e+001dB,-9.04200149274140e+001°)
2.33883723865918e+000	(-7.66566370947672e+001dB,-9.04209831270116e+001°)
2.34422881531975e+000	(-7.66366381769650e+001dB,-9.04219535582973e+001°)
2.34963282084813e+000	(-7.66166392641576e+001dB,-9.04229262264163e+001°)
2.35504928389583e+000	(-7.65966403563683e+001dB,-9.04239011365213e+001°)
2.36047823318040e+000	(-7.65766414536201e+001dB,-9.04248782937791e+001°)
2.36591969748558e+000	(-7.65566425559363e+001dB,-9.04258577033715e+001°)
2.37137370566148e+000	(-7.65366436633402e+001dB,-9.04268393704847e+001°)
2.37684028662470e+000	(-7.65166447758555e+001dB,-9.04278233003240e+001°)
2.38231946935851e+000	(-7.64966458935056e+001dB,-9.04288094981012e+001°)
2.38781128291300e+000	(-7.64766470163142e+001dB,-9.04297979690446e+001°)
2.39331575640521e+000	(-7.64566481443052e+001dB,-9.04307887183928e+001°)
2.39883291901931e+000	(-7.64366492775025e+001dB,-9.04317817513937e+001°)
2.40436280000675e+000	(-7.64166504159300e+001dB,-9.04327770733140e+001°)
2.40990542868641e+000	(-7.63966515596120e+001dB,-9.04337746894240e+001°)
2.41546083444476e+000	(-7.63766527085727e+001dB,-9.04347746050150e+001°)
2.42102904673600e+000	(-7.63566538628365e+001dB,-9.04357768253836e+001°)
2.42661009508223e+000	(-7.63366550224278e+001dB,-9.04367813558392e+001°)
2.43220400907363e+000	(-7.63166561873712e+001dB,-9.04377882017087e+001°)
2.43781081836857e+000	(-7.62966573576914e+001dB,-9.04387973683258e+001°)
2.44343055269379e+000	(-7.62766585334133e+001dB,-9.04398088610387e+001°)
2.44906324184456e+000	(-7.62566597145617e+001dB,-9.04408226852079e+001°)
2.45470891568485e+000	(-7.62366609011617e+001dB,-9.04418388462072e+001°)
2.46036760414744e+000	(-7.62166620932385e+001dB,-9.04428573494198e+001°)
2.46603933723415e+000	(-7.61966632908174e+001dB,-9.04438782002452e+001°)
2.47172414501594e+000	(-7.61766644939237e+001dB,-9.04449014040892e+001°)
2.47742205763310e+000	(-7.61566657025829e+001dB,-9.04459269663797e+001°)
2.48313310529538e+000	(-7.61366669168208e+001dB,-9.04469548925477e+001°)
2.48885731828220e+000	(-7.61166681366629e+001dB,-9.04479851880407e+001°)
2.49459472694277e+000	(-7.60966693621353e+001dB,-9.04490178583211e+001°)
2.50034536169624e+000	(-7.60766705932638e+001dB,-9.04500529088594e+001°)
2.50610925303192e+000	(-7.60566718300746e+001dB,-9.04510903451397e+001°)
2.51188643150939e+000	(-7.60366730725939e+001dB,-9.04521301726616e+001°)
2.51767692775866e+000	(-7.60166743208480e+001dB,-9.04531723969341e+001°)
2.52348077248038e+000	(-7.59966755748635e+001dB,-9.04542170234807e+001°)
2.52929799644595e+000	(-7.59766768346669e+001dB,-9.04552640578372e+001°)
2.53512863049771e+000	(-7.59566781002848e+001dB,-9.04563135055519e+001°)
2.54097270554911e+000	(-7.59366793717443e+001dB,-9.04573653721880e+001°)
2.54683025258485e+000	(-7.59166806490722e+001dB,-9.04584196633154e+001°)
2.55270130266105e+000	(-7.58966819322955e+001dB,-9.04594763845238e+001°)
2.55858588690545e+000	(-7.58766832214416e+001dB,-9.04605355414135e+001°)
2.56448403651752e+000	(-7.58566845165377e+001dB,-9.04615971395944e+001°)
2.57039578276867e+000	(-7.58366858176114e+001dB,-9.04626611846952e+001°)
2.57632115700238e+000	(-7.58166871246901e+001dB,-9.04637276823529e+001°)
2.58226019063440e+000	(-7.57966884378016e+001dB,-9.04647966382194e+001°)
2.58821291515289e+000	(-7.57766897569738e+001dB,-9.04658680579587e+001°)
2.59417936211861e+000	(-7.57566910822345e+001dB,-9.04669419472490e+001°)
2.60015956316507e+000	(-7.57366924136120e+001dB,-9.04680183117797e+001°)
2.60615354999870e+000	(-7.57166937511345e+001dB,-9.04690971572565e+001°)
2.61216135439901e+000	(-7.56966950948302e+001dB,-9.04701784893937e+001°)
2.61818300821878e+000	(-7.56766964447278e+001dB,-9.04712623139238e+001°)
2.62421854338424e+000	(-7.56566978008558e+001dB,-9.04723486365891e+001°)
2.63026799189518e+000	(-7.56366991632429e+001dB,-9.04734374631453e+001°)
2.63633138582518e+000	(-7.56167005319181e+001dB,-9.04745287993635e+001°)
2.64240875732174e+000	(-7.55967019069104e+001dB,-9.04756226510258e+001°)
2.64850013860650e+000	(-7.55767032882490e+001dB,-9.04767190239291e+001°)
2.65460556197533e+000	(-7.55567046759630e+001dB,-9.04778179238826e+001°)
2.66072505979860e+000	(-7.55367060700821e+001dB,-9.04789193567092e+001°)
2.66685866452127e+000	(-7.55167074706356e+001dB,-9.04800233282443e+001°)
2.67300640866310e+000	(-7.54967088776533e+001dB,-9.04811298443399e+001°)
2.67916832481882e+000	(-7.54767102911651e+001dB,-9.04822389108578e+001°)
2.68534444565830e+000	(-7.54567117112009e+001dB,-9.04833505336772e+001°)
2.69153480392671e+000	(-7.54367131377908e+001dB,-9.04844647186855e+001°)
2.69773943244471e+000	(-7.54167145709650e+001dB,-9.04855814717871e+001°)
2.70395836410863e+000	(-7.53967160107541e+001dB,-9.04867007989007e+001°)
2.71019163189063e+000	(-7.53767174571884e+001dB,-9.04878227059580e+001°)
2.71643926883887e+000	(-7.53567189102986e+001dB,-9.04889471989021e+001°)
2.72270130807770e+000	(-7.53367203701157e+001dB,-9.04900742836927e+001°)
2.72897778280783e+000	(-7.53167218366704e+001dB,-9.04912039663002e+001°)
2.73526872630650e+000	(-7.52967233099940e+001dB,-9.04923362527121e+001°)
2.74157417192767e+000	(-7.52767247901176e+001dB,-9.04934711489288e+001°)
2.74789415310218e+000	(-7.52567262770726e+001dB,-9.04946086609615e+001°)
2.75422870333795e+000	(-7.52367277708906e+001dB,-9.04957487948415e+001°)
2.76057785622013e+000	(-7.52167292716032e+001dB,-9.04968915566048e+001°)
2.76694164541129e+000	(-7.51967307792423e+001dB,-9.04980369523101e+001°)
2.77332010465162e+000	(-7.51767322938398e+001dB,-9.04991849880262e+001°)
2.77971326775907e+000	(-7.51567338154278e+001dB,-9.05003356698369e+001°)
2.78612116862955e+000	(-7.51367353440386e+001dB,-9.05014890038366e+001°)
2.79254384123712e+000	(-7.51167368797047e+001dB,-9.05026449961374e+001°)
2.79898131963414e+000	(-7.50967384224584e+001dB,-9.05038036528661e+001°)
2.80543363795149e+000	(-7.50767399723327e+001dB,-9.05049649801609e+001°)
2.81190083039872e+000	(-7.50567415293603e+001dB,-9.05061289841745e+001°)
2.81838293126423e+000	(-7.50367430935743e+001dB,-9.05072956710755e+001°)
2.82487997491548e+000	(-7.50167446650078e+001dB,-9.05084650470464e+001°)
2.83139199579916e+000	(-7.49967462436941e+001dB,-9.05096371182800e+001°)
2.83791902844133e+000	(-7.49767478296667e+001dB,-9.05108118909916e+001°)
2.84446110744769e+000	(-7.49567494229592e+001dB,-9.05119893714014e+001°)
2.85101826750368e+000	(-7.49367510236055e+001dB,-9.05131695657498e+001°)
2.85759054337472e+000	(-7.49167526316394e+001dB,-9.05143524802917e+001°)
2.86417796990635e+000	(-7.48967542470951e+001dB,-9.05155381212908e+001°)
2.87078058202446e+000	(-7.48767558700068e+001dB,-9.05167264950325e+001°)
2.87739841473544e+000	(-7.48567575004088e+001dB,-9.05179176078133e+001°)
2.88403150312638e+000	(-7.48367591383359e+001dB,-9.05191114659433e+001°)
2.89067988236525e+000	(-7.48167607838227e+001dB,-9.05203080757475e+001°)
2.89734358770109e+000	(-7.47967624369040e+001dB,-9.05215074435670e+001°)
2.90402265446422e+000	(-7.47767640976150e+001dB,-9.05227095757567e+001°)
2.91071711806637e+000	(-7.47567657659909e+001dB,-9.05239144786855e+001°)
2.91742701400093e+000	(-7.47367674420669e+001dB,-9.05251221587363e+001°)
2.92415237784310e+000	(-7.47167691258788e+001dB,-9.05263326223102e+001°)
2.93089324525009e+000	(-7.46967708174621e+001dB,-9.05275458758186e+001°)
2.93764965196130e+000	(-7.46767725168527e+001dB,-9.05287619256898e+001°)
2.94442163379853e+000	(-7.46567742240867e+001dB,-9.05299807783688e+001°)
2.95120922666615e+000	(-7.46367759392003e+001dB,-9.05312024403110e+001°)
2.95801246655131e+000	(-7.46167776622298e+001dB,-9.05324269179912e+001°)
2.96483138952411e+000	(-7.45967793932117e+001dB,-9.05336542178946e+001°)
2.97166603173779e+000	(-7.45767811321828e+001dB,-9.05348843465259e+001°)
2.97851642942895e+000	(-7.45567828791799e+001dB,-9.05361173104018e+001°)
2.98538261891772e+000	(-7.45367846342401e+001dB,-9.05373531160541e+001°)
2.99226463660795e+000	(-7.45167863974005e+001dB,-9.05385917700310e+001°)
2.99916251898741e+000	(-7.44967881686986e+001dB,-9.05398332788962e+001°)
3.00607630262799e+000	(-7.44767899481720e+001dB,-9.05410776492246e+001°)
3.01300602418588e+000	(-7.44567917358582e+001dB,-9.05423248876124e+001°)
3.01995172040177e+000	(-7.44367935317953e+001dB,-9.05435750006649e+001°)
3.02691342810106e+000	(-7.44167953360214e+001dB,-9.05448279950051e+001°)
3.03389118419403e+000	(-7.43967971485746e+001dB,-9.05460838772739e+001°)
3.04088502567603e+000	(-7.43767989694934e+001dB,-9.05473426541240e+001°)
3.04789498962774e+000	(-7.43568007988164e+001dB,-9.05486043322246e+001°)
3.05492111321527e+000	(-7.43368026365824e+001dB,-9.05498689182582e+001°)
3.06196343369043e+000	(-7.43168044828304e+001dB,-9.05511364189267e+001°)
3.06902198839091e+000	(-7.42968063375995e+001dB,-9.05524068409443e+001°)
3.07609681474046e+000	(-7.42768082009290e+001dB,-9.05536801910431e+001°)
3.08318795024910e+000	(-7.42568100728584e+001dB,-9.05549564759668e+001°)
3.09029543251334e+000	(-7.42368119534275e+001dB,-9.05562357024807e+001°)
3.09741929921633e+000	(-7.42168138426761e+001dB,-9.05575178773573e+001°)
3.10455958812810e+000	(-7.41968157406442e+001dB,-9.05588030073938e+001°)
3.11171633710577e+000	(-7.41768176473720e+001dB,-9.05600910993953e+001°)
3.11888958409368e+000	(-7.41568195629001e+001dB,-9.05613821601876e+001°)
3.12607936712370e+000	(-7.41368214872691e+001dB,-9.05626761966109e+001°)
3.13328572431533e+000	(-7.41168234205196e+001dB,-9.05639732155208e+001°)
3.14050869387596e+000	(-7.40968253626928e+001dB,-9.05652732237872e+001°)
3.14774831410106e+000	(-7.40768273138297e+001dB,-9.05665762282985e+001°)
3.15500462337437e+000	(-7.40568292739719e+001dB,-9.05678822359559e+001°)
3.16227766016812e+000	(-7.40368312431607e+001dB,-9.05691912536820e+001°)
3.16956746304323e+000	(-7.40168332214380e+001dB,-9.05705032884074e+001°)
3.17687407064951e+000	(-7.39968352088457e+001dB,-9.05718183470847e+001°)
3.18419752172586e+000	(-7.39768372054259e+001dB,-9.05731364366821e+001°)
3.19153785510050e+000	(-7.39568392112210e+001dB,-9.05744575641806e+001°)
3.19889510969114e+000	(-7.39368412262735e+001dB,-9.05757817365800e+001°)
3.20626932450520e+000	(-7.39168432506261e+001dB,-9.05771089608945e+001°)
3.21366053864005e+000	(-7.38968452843218e+001dB,-9.05784392441554e+001°)
3.22106879128317e+000	(-7.38768473274036e+001dB,-9.05797725934101e+001°)
3.22849412171237e+000	(-7.38568493799149e+001dB,-9.05811090157219e+001°)
3.23593656929602e+000	(-7.38368514418991e+001dB,-9.05824485181702e+001°)
3.24339617349323e+000	(-7.38168535134001e+001dB,-9.05837911078522e+001°)
3.25087297385408e+000	(-7.37968555944617e+001dB,-9.05851367918805e+001°)
3.25836701001982e+000	(-7.37768576851280e+001dB,-9.05864855773824e+001°)
3.26587832172309e+000	(-7.37568597854434e+001dB,-9.05878374715042e+001°)
3.27340694878811e+000	(-7.37368618954524e+001dB,-9.05891924814062e+001°)
3.28095293113092e+000	(-7.37168640151997e+001dB,-9.05905506142673e+001°)
3.28851630875956e+000	(-7.36968661447303e+001dB,-9.05919118772817e+001°)
3.29609712177431e+000	(-7.36768682840893e+001dB,-9.05932762776632e+001°)
3.30369541036788e+000	(-7.36568704333220e+001dB,-9.05946438226345e+001°)
3.31131121482564e+000	(-7.36368725924741e+001dB,-9.05960145194441e+001°)
3.31894457552583e+000	(-7.36168747615913e+001dB,-9.05973883753507e+001°)
3.32659553293977e+000	(-7.35968769407197e+001dB,-9.05987653976338e+001°)
3.33426412763207e+000	(-7.35768791299053e+001dB,-9.06001455935861e+001°)
3.34195040026087e+000	(-7.35568813291946e+001dB,-9.06015289705199e+001°)
3.34965439157800e+000	(-7.35368835386342e+001dB,-9.06029155357635e+001°)
3.35737614242927e+000	(-7.35168857582711e+001dB,-9.06043052966610e+001°)
3.36511569375463e+000	(-7.34968879881522e+001dB,-9.06056982605757e+001°)
3.37287308658841e+000	(-7.34768902283247e+001dB,-9.06070944348839e+001°)
3.38064836205953e+000	(-7.34568924788363e+001dB,-9.06084938269837e+001°)
3.38844156139174e+000	(-7.34368947397346e+001dB,-9.06098964442865e+001°)
3.39625272590380e+000	(-7.34168970110676e+001dB,-9.06113022942231e+001°)
3.40408189700972e+000	(-7.33968992928833e+001dB,-9.06127113842400e+001°)
3.41192911621900e+000	(-7.33769015852302e+001dB,-9.06141237217991e+001°)
3.41979442513680e+000	(-7.33569038881569e+001dB,-9.06155393143854e+001°)
3.42767786546422e+000	(-7.33369062017122e+001dB,-9.06169581694950e+001°)
3.43557947899846e+000	(-7.33169085259452e+001dB,-9.06183802946443e+001°)
3.44349930763310e+000	(-7.32969108609050e+001dB,-9.06198056973666e+001°)
3.45143739335827e+000	(-7.32769132066413e+001dB,-9.06212343852111e+001°)
3.45939377826093e+000	(-7.32569155632037e+001dB,-9.06226663657456e+001°)
3.46736850452503e+000	(-7.32369179306423e+001dB,-9.06241016465568e+001°)
3.47536161443177e+000	(-7.32169203090071e+001dB,-9.06255402352454e+001°)
3.48337315035983e+000	(-7.31969226983487e+001dB,-9.06269821394318e+001°)
3.49140315478557e+000	(-7.31769250987176e+001dB,-9.06284273667525e+001°)
3.49945167028328e+000	(-7.31569275101648e+001dB,-9.06298759248645e+001°)
3.50751873952538e+000	(-7.31369299327414e+001dB,-9.06313278214402e+001°)
3.51560440528268e+000	(-7.31169323664987e+001dB,-9.06327830641695e+001°)
3.52370871042457e+000	(-7.30969348114884e+001dB,-9.06342416607616e+001°)
3.53183169791927e+000	(-7.30769372677623e+001dB,-9.06357036189387e+001°)
3.53997341083405e+000	(-7.30569397353724e+001dB,-9.06371689464487e+001°)
3.54813389233545e+000	(-7.30369422143710e+001dB,-9.06386376510509e+001°)
3.55631318568955e+000	(-7.30169447048108e+001dB,-9.06401097405231e+001°)
3.56451133426214e+000	(-7.29969472067445e+001dB,-9.06415852226650e+001°)
3.57272838151899e+000	(-7.29769497202251e+001dB,-9.06430641052907e+001°)
3.58096437102606e+000	(-7.29569522453059e+001dB,-9.06445463962336e+001°)
3.58921934644975e+000	(-7.29369547820406e+001dB,-9.06460321033430e+001°)
3.59749335155712e+000	(-7.29169573304827e+001dB,-9.06475212344896e+001°)
3.60578643021612e+000	(-7.28969598906865e+001dB,-9.06490137975608e+001°)
3.61409862639583e+000	(-7.28769624627060e+001dB,-9.06505098004603e+001°)
3.62242998416668e+000	(-7.28569650465960e+001dB,-9.06520092511130e+001°)
3.63078054770070e+000	(-7.28369676424111e+001dB,-9.06535121574607e+001°)
3.63915036127176e+000	(-7.28169702502064e+001dB,-9.06550185274620e+001°)
3.64753946925577e+000	(-7.27969728700371e+001dB,-9.06565283690967e+001°)
3.65594791613094e+000	(-7.27769755019588e+001dB,-9.06580416903610e+001°)
3.66437574647802e+000	(-7.27569781460274e+001dB,-9.06595584992691e+001°)
3.67282300498053e+000	(-7.27369808022987e+001dB,-9.06610788038551e+001°)
3.68128973642500e+000	(-7.27169834708292e+001dB,-9.06626026121716e+001°)
3.68977598570119e+000	(-7.26969861516755e+001dB,-9.06641299322887e+001°)
3.69828179780235e+000	(-7.26769888448943e+001dB,-9.06656607722945e+001°)
3.70680721782544e+000	(-7.26569915505428e+001dB,-9.06671951402969e+001°)
3.71535229097141e+000	(-7.26369942686782e+001dB,-9.06687330444231e+001°)
3.72391706254537e+000	(-7.26169969993583e+001dB,-9.06702744928175e+001°)
3.73250157795689e+000	(-7.25969997426409e+001dB,-9.06718194936439e+001°)
3.74110588272021e+000	(-7.25770024985842e+001dB,-9.06733680550849e+001°)
3.74973002245451e+000	(-7.25570052672466e+001dB,-9.06749201853405e+001°)
3.75837404288412e+000	(-7.25370080486868e+001dB,-9.06764758926316e+001°)
3.76703798983876e+000	(-7.25170108429637e+001dB,-9.06780351851986e+001°)
3.77572190925383e+000	(-7.24970136501366e+001dB,-9.06795980712970e+001°)
3.78442584717061e+000	(-7.24770164702650e+001dB,-9.06811645592061e+001°)
3.79314984973649e+000	(-7.24570193034087e+001dB,-9.06827346572206e+001°)
3.80189396320528e+000	(-7.24370221496277e+001dB,-9.06843083736561e+001°)
3.81065823393740e+000	(-7.24170250089824e+001dB,-9.06858857168461e+001°)
3.81944270840014e+000	(-7.23970278815333e+001dB,-9.06874666951440e+001°)
3.82824743316790e+000	(-7.23770307673415e+001dB,-9.06890513169239e+001°)
3.83707245492246e+000	(-7.23570336664680e+001dB,-9.06906395905760e+001°)
3.84591782045320e+000	(-7.23370365789743e+001dB,-9.06922315245116e+001°)
3.85478357665738e+000	(-7.23170395049222e+001dB,-9.06938271271617e+001°)
3.86366977054036e+000	(-7.22970424443736e+001dB,-9.06954264069755e+001°)
3.87257644921584e+000	(-7.22770453973910e+001dB,-9.06970293724231e+001°)
3.88150365990615e+000	(-7.22570483640368e+001dB,-9.06986360319919e+001°)
3.89045144994247e+000	(-7.22370513443740e+001dB,-9.07002463941912e+001°)
3.89941986676510e+000	(-7.22170543384657e+001dB,-9.07018604675480e+001°)
3.90840895792368e+000	(-7.21970573463755e+001dB,-9.07034782606113e+001°)
3.91741877107749e+000	(-7.21770603681670e+001dB,-9.07050997819468e+001°)
3.92644935399566e+000	(-7.21570634039044e+001dB,-9.07067250401409e+001°)
3.93550075455743e+000	(-7.21370664536520e+001dB,-9.07083540438027e+001°)
3.94457302075244e+000	(-7.21170695174744e+001dB,-9.07099868015543e+001°)
3.95366620068093e+000	(-7.20970725954366e+001dB,-9.07116233220453e+001°)
3.96278034255405e+000	(-7.20770756876039e+001dB,-9.07132636139410e+001°)
3.97191549469406e+000	(-7.20570787940417e+001dB,-9.07149076859255e+001°)
3.98107170553462e+000	(-7.20370819148159e+001dB,-9.07165555467056e+001°)
3.99024902362107e+000	(-7.20170850499927e+001dB,-9.07182072050083e+001°)
3.99944749761062e+000	(-7.19970881996386e+001dB,-9.07198626695793e+001°)
4.00866717627268e+000	(-7.19770913638203e+001dB,-9.07215219491836e+001°)
4.01790810848905e+000	(-7.19570945426048e+001dB,-9.07231850526082e+001°)
4.02717034325424e+000	(-7.19370977360596e+001dB,-9.07248519886585e+001°)
4.03645392967570e+000	(-7.19171009442524e+001dB,-9.07265227661628e+001°)
4.04575891697407e+000	(-7.18971041672511e+001dB,-9.07281973939665e+001°)
4.05508535448348e+000	(-7.18771074051241e+001dB,-9.07298758809373e+001°)
4.06443329165177e+000	(-7.18571106579400e+001dB,-9.07315582359637e+001°)
4.07380277804077e+000	(-7.18371139257678e+001dB,-9.07332444679523e+001°)
4.08319386332656e+000	(-7.18171172086767e+001dB,-9.07349345858332e+001°)
4.09260659729975e+000	(-7.17971205067363e+001dB,-9.07366285985539e+001°)
4.10204102986571e+000	(-7.17771238200165e+001dB,-9.07383265150856e+001°)
4.11149721104486e+000	(-7.17571271485876e+001dB,-9.07400283444171e+001°)
4.12097519097294e+000	(-7.17371304925202e+001dB,-9.07417340955604e+001°)
4.13047501990125e+000	(-7.17171338518850e+001dB,-9.07434437775462e+001°)
4.13999674819694e+000	(-7.16971372267533e+001dB,-9.07451573994284e+001°)
4.14954042634326e+000	(-7.16771406171967e+001dB,-9.07468749702788e+001°)
4.15910610493985e+000	(-7.16571440232870e+001dB,-9.07485964991918e+001°)
4.16869383470299e+000	(-7.16371474450964e+001dB,-9.07503219952823e+001°)
4.17830366646585e+000	(-7.16171508826974e+001dB,-9.07520514676865e+001°)
4.18793565117881e+000	(-7.15971543361630e+001dB,-9.07537849255614e+001°)
4.19758983990970e+000	(-7.15771578055662e+001dB,-9.07555223780840e+001°)
4.20726628384407e+000	(-7.15571612909807e+001dB,-9.07572638344540e+001°)
4.21696503428545e+000	(-7.15371647924804e+001dB,-9.07590093038917e+001°)
4.22668614265566e+000	(-7.15171683101393e+001dB,-9.07607587956388e+001°)
4.23642966049504e+000	(-7.14971718440322e+001dB,-9.07625123189567e+001°)
4.24619563946275e+000	(-7.14771753942339e+001dB,-9.07642698831291e+001°)
4.25598413133705e+000	(-7.14571789608196e+001dB,-9.07660314974630e+001°)
4.26579518801555e+000	(-7.14371825438650e+001dB,-9.07677971712831e+001°)
4.27562886151548e+000	(-7.14171861434461e+001dB,-9.07695669139397e+001°)
4.28548520397401e+000	(-7.13971897596390e+001dB,-9.07713407348002e+001°)
4.29536426764849e+000	(-7.13771933925205e+001dB,-9.07731186432562e+001°)
4.30526610491672e+000	(-7.13571970421676e+001dB,-9.07749006487201e+001°)
4.31519076827727e+000	(-7.13372007086575e+001dB,-9.07766867606265e+001°)
4.32513831034970e+000	(-7.13172043920681e+001dB,-9.07784769884309e+001°)
4.33510878387490e+000	(-7.12972080924774e+001dB,-9.07802713416121e+001°)
4.34510224171533e+000	(-7.12772118099639e+001dB,-9.07820698296679e+001°)
4.35511873685530e+000	(-7.12572155446062e+001dB,-9.07838724621204e+001°)
4.36515832240127e+000	(-7.12372192964837e+001dB,-9.07856792485133e+001°)
4.37522105158213e+000	(-7.12172230656758e+001dB,-9.07874901984096e+001°)
4.38530697774946e+000	(-7.11972268522624e+001dB,-9.07893053213988e+001°)
4.39541615437785e+000	(-7.11772306563237e+001dB,-9.07911246270884e+001°)
4.40554863506514e+000	(-7.11572344779404e+001dB,-9.07929481251088e+001°)
4.41570447353273e+000	(-7.11372383171936e+001dB,-9.07947758251158e+001°)
4.42588372362587e+000	(-7.11172421741645e+001dB,-9.07966077367830e+001°)
4.43608643931393e+000	(-7.10972460489349e+001dB,-9.07984438698076e+001°)
4.44631267469069e+000	(-7.10772499415870e+001dB,-9.08002842339103e+001°)
4.45656248397463e+000	(-7.10572538522033e+001dB,-9.08021288388333e+001°)
4.46683592150923e+000	(-7.10372577808665e+001dB,-9.08039776943414e+001°)
4.47713304176322e+000	(-7.10172617276601e+001dB,-9.08058308102213e+001°)
4.48745389933092e+000	(-7.09972656926676e+001dB,-9.08076881962828e+001°)
4.49779854893248e+000	(-7.09772696759732e+001dB,-9.08095498623580e+001°)
4.50816704541420e+000	(-7.09572736776611e+001dB,-9.08114158183003e+001°)
4.51855944374882e+000	(-7.09372776978163e+001dB,-9.08132860739893e+001°)
